City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Severo-Kurilsk,RU,2022-11-09 00:48:10,50.6789,156.125,37.35,57,85,12.84
282,Liverpool,GB,2022-11-09 00:46:50,53.4106,-2.9779,50.52,91,20,11.5
283,Nishihara,JP,2022-11-09 00:48:11,26.1842,127.7558,78.08,86,75,16.11
284,Sterling,US,2022-11-09 00:45:06,39.0062,-77.4286,54.23,54,0,9.22
285,Shagonar,RU,2022-11-09 00:48:11,51.5333,92.8,30.11,94,100,1.83
286,Vila Velha,BR,2022-11-09 00:46:53,-20.3297,-40.2925,73.35,83,20,1.14
287,Vinsady,RU,2022-11-09 00:48:12,44.0808,42.9653,35.85,87,100,4.47
288,Kondinskoye,RU,2022-11-09 00:48:12,59.6481,67.41,20.91,96,91,7.18
289,Wadi Maliz,TN,2022-11-09 00:48:13,36.4681,8.5495,53.26,40,27,2.17
290,Espanola,US,2022-11-09 00:48:13,35.9911,-106.0806,63.34,36,0,7.34
291,Worth,US,2022-11-09 00:48:14,41.6898,-87.7973,53.11,65,75,10.36
292,San Ramon,US,2022-11-09 00:48:05,37.7799,-121.978,52.59,77,40,11.5
293,Basco,PH,2022-11-09 00:48:14,20.4487,121.9702,80.17,79,60,14.43
294,Abalak,RU,2022-11-09 00:48:15,58.1286,68.5944,27.54,93,100,5.61
295,Karakol,KG,2022-11-09 00:48:15,42.4907,78.3936,29.16,62,100,10.45
296,Rocha,UY,2022-11-09 00:46:26,-34.4833,-54.3333,52.36,95,0,4.76
297,Carbonia,IT,2022-11-09 00:48:02,39.1672,8.5222,60.01,90,18,6.44
298,Bien Hoa,VN,2022-11-09 00:48:16,10.95,106.8167,80.58,81,53,3.44
299,Biloela,AU,2022-11-09 00:48:16,-24.4167,150.5,81.3,32,0,8.08
300,Hirara,JP,2022-11-09 00:48:17,24.8,125.2833,79.07,83,75,13.8
301,Talnakh,RU,2022-11-09 00:48:17,69.4865,88.3972,-15.86,96,41,2.06
302,Kununurra,AU,2022-11-09 00:48:18,-15.7667,128.7333,96.78,44,92,5.75
303,Khatanga,RU,2022-11-09 00:48:18,71.9667,102.5,-14.22,100,96,6.46
304,Rajanpur,PK,2022-11-09 00:48:19,29.1035,70.325,67.78,49,1,3.85
305,Henties Bay,NA,2022-11-09 00:48:19,-22.116,14.2845,59.83,91,7,3.74
306,Margate,GB,2022-11-09 00:48:19,51.3813,1.3862,53.91,88,91,7.0
307,Turbo,CO,2022-11-09 00:47:37,8.0937,-76.7269,77.13,88,100,7.56
308,San Carlos De Bariloche,AR,2022-11-09 00:48:20,-41.1456,-71.3082,62.35,48,40,8.05
309,Catamarca,AR,2022-11-09 00:45:00,-28.4696,-65.7852,82.06,39,100,15.55
310,Marzuq,YE,2022-11-09 00:48:21,14.4,46.4667,64.2,57,2,4.56
311,Yazman,PK,2022-11-09 00:48:21,29.1212,71.7446,68.45,48,0,5.37
312,Udachnyy,RU,2022-11-09 00:48:21,66.4167,112.4,0.07,100,96,5.75
313,Necochea,AR,2022-11-09 00:48:22,-38.5473,-58.7368,66.76,35,100,21.85
314,Saldanha,ZA,2022-11-09 00:48:22,-33.0117,17.9442,55.45,76,31,5.84
315,Beloha,MG,2022-11-09 00:48:23,-25.1667,45.05,73.85,66,0,3.96
316,Maua,BR,2022-11-09 00:49:23,-23.6678,-46.4614,61.45,81,45,4.23
317,Koutsouras,GR,2022-11-09 00:49:23,35.0339,25.9469,64.11,58,2,12.97
318,Kibala,TD,2022-11-09 00:49:24,9.1104,18.3463,71.55,94,0,2.3
319,Marawi,PH,2022-11-09 00:49:24,7.9986,124.2928,77.7,75,71,1.68
320,Aklavik,CA,2022-11-09 00:49:24,68.2191,-135.0107,17.64,90,100,2.42
321,Alice Springs,AU,2022-11-09 00:49:25,-23.7,133.8833,89.15,23,98,14.97
322,Sorso,IT,2022-11-09 00:49:25,40.8,8.5772,50.49,72,97,5.06
323,Jiaozuo,CN,2022-11-09 00:49:25,35.2397,113.2331,58.01,76,91,2.04
324,Karoi,ZW,2022-11-09 00:49:26,-16.8099,29.6925,65.35,81,90,4.0
325,Hualmay,PE,2022-11-09 00:49:26,-11.0964,-77.6139,63.81,83,7,8.12
326,Ostrovnoy,RU,2022-11-09 00:49:26,68.0531,39.5131,36.1,85,89,7.61
327,Ampanihy,MG,2022-11-09 00:49:27,-24.7,44.75,74.61,59,0,4.38
328,Rio Grande,BR,2022-11-09 00:49:27,-32.035,-52.0986,60.91,74,0,12.37
329,Vila,PT,2022-11-09 00:49:27,42.0304,-8.1588,47.28,92,100,5.46
330,Simao,CN,2022-11-09 00:49:28,22.7886,100.9748,60.67,70,1,0.31
331,Gubkinskiy,RU,2022-11-09 00:49:28,64.434,76.5026,14.54,95,98,8.61
332,Luancheng,CN,2022-11-09 00:49:28,37.8792,114.6517,46.56,57,62,2.73
333,Coquimbo,CL,2022-11-09 00:49:29,-29.9533,-71.3436,56.93,88,100,8.05
334,Sukumo,JP,2022-11-09 00:49:29,32.9333,132.7333,66.13,49,0,1.3
335,Longyearbyen,SJ,2022-11-09 00:49:29,78.2186,15.6401,24.64,80,75,5.75
336,Nouakchott,MR,2022-11-09 00:49:30,18.0858,-15.9785,75.13,68,100,11.7
337,Kingaroy,AU,2022-11-09 00:49:30,-26.5333,151.8333,73.72,36,0,9.28
338,Moyale,KE,2022-11-09 00:49:30,3.5167,39.0584,68.04,75,100,2.3
339,The Valley,AI,2022-11-09 00:49:31,18.217,-63.0578,82.09,74,100,16.62
340,Fuxin,CN,2022-11-09 00:49:31,42.0156,121.6589,48.47,35,56,4.81
341,Miri,MY,2022-11-09 00:49:31,4.4148,114.0089,78.94,89,40,4.61
342,Ponta Do Sol,PT,2022-11-09 00:49:32,32.6667,-17.1,69.71,85,31,6.8
343,Valente,BR,2022-11-09 00:49:32,-11.4122,-39.4619,69.53,94,100,6.31
344,San Vicente,AR,2022-11-09 00:49:32,-26.6167,-54.1333,55.15,76,0,3.11
345,Monroe,US,2022-11-09 00:45:34,43.1501,-77.6831,42.96,76,0,4.61
346,Naze,JP,2022-11-09 00:49:33,28.3667,129.4833,74.32,70,100,15.61
347,Arbazh,RU,2022-11-09 00:49:33,57.6804,48.3065,34.77,98,100,9.22
348,Horsham,GB,2022-11-09 00:49:33,51.064,-0.3272,55.63,88,20,9.22
349,Nelson Bay,AU,2022-11-09 00:49:34,-32.7167,152.15,72.1,61,0,14.0
350,Mahajanga,MG,2022-11-09 00:49:34,-15.7167,46.3167,75.22,100,40,3.44
351,Eenhana,NA,2022-11-09 00:49:34,-17.4667,16.3333,69.98,31,0,10.87
352,Ahipara,NZ,2022-11-09 00:49:35,-35.1667,173.1667,65.12,74,56,11.95
353,Fortuna,US,2022-11-09 00:49:35,40.5982,-124.1573,48.92,88,100,6.91
354,Smithfield,US,2022-11-09 00:48:11,41.922,-71.5495,46.22,44,0,10.36
355,Eidfjord,NO,2022-11-09 00:49:35,60.4675,7.0719,47.16,99,100,5.55
356,Bismil,TR,2022-11-09 00:49:36,37.8486,40.6658,51.91,70,100,0.49
357,Akyab,MM,2022-11-09 00:49:36,20.15,92.9,72.91,78,100,7.25
358,Lasa,IT,2022-11-09 00:49:37,46.6166,10.7002,41.88,88,45,2.86
359,Tevriz,RU,2022-11-09 00:49:37,57.509,72.4042,26.17,91,100,6.51
360,Yudong,CN,2022-11-09 00:49:37,29.385,106.5194,67.5,76,2,0.11
361,Okhotsk,RU,2022-11-09 00:50:38,59.3833,143.3,3.74,66,14,18.79
362,Yantarnyy,RU,2022-11-09 00:50:38,54.8717,19.9381,51.66,83,100,20.47
363,Vadgaon,IN,2022-11-09 00:50:38,20.9402,74.8712,71.19,49,6,4.56
364,Marsabit,KE,2022-11-09 00:50:39,2.3284,37.9899,67.08,69,99,9.35
365,Hobyo,SO,2022-11-09 00:50:39,5.3505,48.5268,79.52,75,16,6.17
366,Rio Cuarto,AR,2022-11-09 00:50:39,-33.1307,-64.3499,74.97,27,0,18.41
367,Chifeng,CN,2022-11-09 00:46:32,42.2683,118.9636,44.98,26,11,3.69
368,Westport,US,2022-11-09 00:46:51,41.1415,-73.3579,51.84,33,0,8.05
369,Jaicos,BR,2022-11-09 00:50:40,-7.3592,-41.1378,77.86,69,100,2.66
370,Sibut,CF,2022-11-09 00:50:40,5.718,19.0739,71.78,85,92,2.64
371,Bristol,US,2022-11-09 00:50:41,41.8334,-71.1662,46.72,43,0,8.01
372,Neftcala,AZ,2022-11-09 00:50:41,39.3742,49.2472,54.64,78,100,3.36
373,Vardo,NO,2022-11-09 00:50:41,70.3705,31.1107,39.18,75,100,11.5
374,Kayes,ML,2022-11-09 00:50:41,14.0,-11.0,78.57,15,42,5.7
375,Darhan,MN,2022-11-09 00:50:42,49.4867,105.9228,27.19,79,100,2.84
376,Vestmannaeyjar,IS,2022-11-09 00:50:42,63.4427,-20.2734,44.65,73,100,7.27
377,Kodinsk,RU,2022-11-09 00:50:42,58.6881,99.1844,9.75,98,81,3.22
378,Victoria,HK,2022-11-09 00:46:47,22.2855,114.1577,76.24,83,64,1.01
379,Saint George,US,2022-11-09 00:48:07,37.1041,-113.5841,62.26,61,75,21.85
380,Tecpan,GT,2022-11-09 00:50:43,14.7623,-90.9947,56.89,94,43,3.6
381,Juegang,CN,2022-11-09 00:50:43,32.3174,121.1855,65.91,68,37,13.82
382,Vao,NC,2022-11-09 00:50:44,-22.6667,167.4833,75.0,82,100,9.73
383,Pailon,BO,2022-11-09 00:50:44,-17.65,-62.75,81.5,40,100,3.44
384,Port Blair,IN,2022-11-09 00:50:44,11.6667,92.75,80.44,80,100,13.58
385,Teonthar,IN,2022-11-09 00:50:45,24.9833,81.65,67.51,59,0,3.36
386,Ratnagiri,IN,2022-11-09 00:50:45,16.9833,73.3,74.34,57,12,6.62
387,Gornoye Loo,RU,2022-11-09 00:50:45,43.7129,39.6049,51.58,62,98,4.79
388,Christchurch,NZ,2022-11-09 00:49:42,-43.5333,172.6333,74.41,40,11,5.75
389,Monchegorsk,RU,2022-11-09 00:50:46,67.9397,32.8739,29.1,96,88,5.64
390,Wembley,AU,2022-11-09 00:50:46,-31.9333,115.8,71.06,69,20,5.75
391,Caibarien,CU,2022-11-09 00:48:55,22.5206,-79.4669,74.52,71,100,12.03
392,Corn Island,NI,2022-11-09 00:50:47,12.1694,-83.0418,82.92,72,53,11.88
393,Pacific Grove,US,2022-11-09 00:50:47,36.6177,-121.9166,55.08,79,40,17.0
394,Bozeman,US,2022-11-09 00:50:47,45.6796,-111.0386,13.87,81,0,8.05
395,Yangshan,CN,2022-11-09 00:50:48,28.7615,115.0287,69.4,55,0,2.13
396,Barentu,ER,2022-11-09 00:50:48,15.1139,37.5928,74.61,55,0,3.09
397,Port Augusta,AU,2022-11-09 00:50:48,-32.5,137.7667,91.27,19,27,24.76
398,Grand-Lahou,CI,2022-11-09 00:50:49,5.1367,-5.0242,77.9,85,21,6.38
399,Porto Novo,BJ,2022-11-09 00:50:23,6.4965,2.6036,82.22,82,11,5.93
400,Yar-Sale,RU,2022-11-09 00:50:49,66.8333,70.8333,13.19,96,100,7.02
401,Soyo,AO,2022-11-09 00:50:50,-6.1349,12.3689,78.53,83,100,8.93
402,Mehamn,NO,2022-11-09 00:50:50,71.0357,27.8492,35.51,93,75,2.3
403,Manado,ID,2022-11-09 00:50:50,1.487,124.8455,88.57,62,20,2.3
404,Arlit,NE,2022-11-09 00:50:51,18.7369,7.3853,71.67,18,0,6.4
405,Namibe,AO,2022-11-09 00:50:51,-15.1961,12.1522,65.34,83,0,9.4
406,Huesca,ES,2022-11-09 00:50:51,42.1362,-0.4087,56.08,84,81,3.44
407,Conde,BR,2022-11-09 00:51:51,-7.2597,-34.9075,78.26,78,20,5.75
408,Olafsvik,IS,2022-11-09 00:51:52,64.8945,-23.7142,41.45,91,100,21.68
409,Jiangyou,CN,2022-11-09 00:51:52,31.7667,104.7167,61.3,88,98,1.14
410,Paracatu,BR,2022-11-09 00:51:53,-17.2222,-46.8747,66.85,92,100,1.79
411,Broome,US,2022-11-09 00:51:53,42.2506,-75.833,40.01,62,0,12.66
412,Naryan-Mar,RU,2022-11-09 00:51:53,67.6713,53.087,31.44,99,100,3.65
413,Ochakiv,UA,2022-11-09 00:51:54,46.6128,31.5498,46.2,58,13,5.3
414,Honiara,SB,2022-11-09 00:51:54,-9.4333,159.95,85.46,72,100,7.92
415,Waingapu,ID,2022-11-09 00:51:54,-9.6567,120.2641,80.06,75,100,3.56
416,Kinkala,CG,2022-11-09 00:51:55,-4.3614,14.7644,70.77,95,100,5.1
417,Tahlequah,US,2022-11-09 00:51:55,35.9154,-94.97,69.08,73,0,0.0
418,Ngunguru,NZ,2022-11-09 00:51:55,-35.6167,174.5,64.72,77,28,10.63
419,Tuchola,PL,2022-11-09 00:51:56,53.5879,17.8591,44.01,84,100,9.8
420,Laguna,US,2022-11-09 00:51:56,38.421,-121.4238,53.06,80,75,11.5
421,Copperas Cove,US,2022-11-09 00:50:26,31.1241,-97.9031,71.92,85,20,4.61
422,Conceicao Do Araguaia,BR,2022-11-09 00:51:56,-8.2578,-49.2647,72.79,95,100,4.23
423,Hofn,IS,2022-11-09 00:51:57,64.2539,-15.2082,43.43,77,100,15.9
424,San Patricio,US,2022-11-09 00:51:57,28.017,-97.5169,77.54,75,12,12.66
425,Lavrentiya,RU,2022-11-09 00:51:57,65.5833,-171.0,25.57,93,100,5.7
426,Guajara,BR,2022-11-09 00:51:58,-2.9667,-57.6667,74.82,82,100,3.11
427,Black River,JM,2022-11-09 00:51:58,18.0264,-77.8487,77.72,79,20,4.27
428,Kruisfontein,ZA,2022-11-09 00:51:58,-34.0033,24.7314,63.88,81,100,6.8
429,Qena,EG,2022-11-09 00:51:59,26.1615,32.7183,65.64,53,100,5.66
430,Paamiut,GL,2022-11-09 00:51:59,61.994,-49.6678,14.81,63,60,7.43
431,Tessalit,ML,2022-11-09 00:51:59,20.1986,1.0114,70.88,14,1,10.42
432,Dongkan,CN,2022-11-09 00:52:00,33.9997,119.8308,62.73,67,100,10.09
433,Birjand,IR,2022-11-09 00:52:00,32.8663,59.2211,43.27,49,0,6.91
434,Marystown,CA,2022-11-09 00:52:00,47.1666,-55.1483,42.4,70,89,20.24
435,Todos Santos,MX,2022-11-09 00:52:01,23.45,-110.2167,73.65,70,34,6.49
436,Ojinaga,MX,2022-11-09 00:52:01,29.5667,-104.4167,81.57,47,0,5.75
437,Manati,PR,2022-11-09 00:52:02,18.4275,-66.4921,80.67,97,89,3.29
438,Dali,CN,2022-11-09 00:52:02,25.7,100.1833,52.84,72,5,0.89
439,Iquique,CL,2022-11-09 00:52:02,-20.2208,-70.1431,64.44,66,0,0.87
440,Kokkola,FI,2022-11-09 00:52:03,63.8385,23.1307,35.92,96,20,1.14
441,Padang,ID,2022-11-09 00:52:03,-0.9492,100.3543,77.05,80,100,1.81
442,Teeli,RU,2022-11-09 00:52:04,51.0333,90.2333,26.92,93,100,2.35
443,Diphu,IN,2022-11-09 00:52:04,25.8333,93.4333,64.42,89,16,0.81
444,Yulara,AU,2022-11-09 00:52:04,-25.2406,130.9889,88.5,20,0,6.31
445,Balabac,PH,2022-11-09 00:52:05,7.9868,117.0645,83.66,75,100,9.66
446,Parys,FR,2022-11-09 00:49:00,48.8534,2.3488,57.97,89,75,14.97
447,Saint-Pierre,RE,2022-11-09 00:52:06,-21.3393,55.4781,76.57,60,0,6.91
448,Lata,PT,2022-11-09 00:52:06,40.1629,-8.3327,58.08,96,100,3.13
449,Saint-Louis,SN,2022-11-09 00:52:06,16.3333,-15.0,78.44,19,100,7.96
450,Machico,PT,2022-11-09 00:52:07,32.7,-16.7667,69.71,84,20,5.75
451,Nome,US,2022-11-09 00:53:07,64.5011,-165.4064,35.67,93,100,19.57
452,Kluang,MY,2022-11-09 00:53:07,2.0251,103.3328,75.34,93,100,2.39
453,Otavi,NA,2022-11-09 00:53:08,-19.65,17.3333,66.56,39,0,10.65
454,Frankfort,ZA,2022-11-09 00:53:08,-27.2667,28.4833,53.87,98,27,4.74
455,Pangody,RU,2022-11-09 00:53:09,65.85,74.4859,7.34,96,100,6.35
456,Mizan Teferi,ET,2022-11-09 00:53:09,6.9833,35.5833,59.67,90,98,2.55
457,General Cepeda,MX,2022-11-09 00:53:10,25.3833,-101.45,66.07,70,85,8.01
458,Uberaba,BR,2022-11-09 00:51:08,-19.7483,-47.9319,70.38,78,0,8.05
459,Juan Aldama,MX,2022-11-09 00:53:10,24.2908,-103.3944,66.31,35,0,7.25
460,Nhulunbuy,AU,2022-11-09 00:53:10,-12.2333,136.7667,90.21,58,40,8.05
461,Honningsvag,NO,2022-11-09 00:53:11,70.9821,25.9704,37.15,81,100,6.91
462,Sisimiut,GL,2022-11-09 00:53:11,66.9395,-53.6735,7.18,85,11,10.92
463,Port Hardy,CA,2022-11-09 00:53:12,50.6996,-127.4199,37.58,52,20,9.22
464,Ware,GB,2022-11-09 00:53:12,51.8126,-0.0283,53.42,90,75,13.8
465,Kupang,ID,2022-11-09 00:53:13,-10.1667,123.5833,82.0,78,100,4.65
466,Staryy Nadym,RU,2022-11-09 00:53:13,65.6118,72.6842,11.59,97,100,6.2
467,Oxford,GB,2022-11-09 00:50:02,51.7522,-1.256,52.18,90,96,11.5
468,Piracuruca,BR,2022-11-09 00:53:13,-3.9281,-41.7092,76.42,77,79,3.49
469,Arman,RU,2022-11-09 00:53:14,59.7,150.1667,7.74,84,31,5.26
470,Guerrero Negro,MX,2022-11-09 00:53:14,27.9769,-114.0611,67.84,67,0,11.43
471,Kungurtug,RU,2022-11-09 00:53:15,50.5994,97.5228,27.72,83,100,1.88
472,Dumbravesti,RO,2022-11-09 00:53:15,45.0833,26.0,52.84,88,12,2.33
473,Ko Samui,TH,2022-11-09 00:53:15,9.5357,99.9357,76.91,94,20,0.0
474,El Dorado,US,2022-11-09 00:53:16,38.7666,-120.5177,39.61,98,100,1.99
475,Saskylakh,RU,2022-11-09 00:53:16,71.9167,114.0833,-0.47,98,100,2.39
476,Demba,CD,2022-11-09 00:53:17,-5.51,22.2667,68.34,98,100,1.66
477,Kudahuvadhoo,MV,2022-11-09 00:53:17,2.6708,72.8944,80.28,78,100,14.65
478,Lulea,SE,2022-11-09 00:53:17,65.5842,22.1547,28.47,93,100,3.44
479,Oyan,NG,2022-11-09 00:53:18,8.05,4.7667,70.7,85,63,4.56
480,Brattvag,NO,2022-11-09 00:53:18,62.6002,6.4434,53.29,93,100,5.75
481,Humboldt,US,2022-11-09 00:53:18,40.6665,-123.9178,40.12,96,100,3.91
482,Touros,BR,2022-11-09 00:53:19,-5.1989,-35.4608,78.19,80,55,11.25
483,Road Town,VG,2022-11-09 00:53:19,18.4167,-64.6167,80.64,94,40,9.22
484,Kristiinankaupunki,FI,2022-11-09 00:53:20,62.2743,21.376,35.22,93,100,8.61
485,Leh,IN,2022-11-09 00:53:20,34.1667,77.5833,21.02,66,19,1.41
486,Praya,CV,2022-11-09 00:51:36,14.9215,-23.5087,75.74,78,0,14.97
487,Cascais,PT,2022-11-09 00:48:36,38.6979,-9.4215,64.51,99,100,5.01
488,Tutoia,BR,2022-11-09 00:53:21,-2.7619,-42.2744,78.53,82,99,10.27
489,Grand-Santi,GF,2022-11-09 00:53:21,4.25,-54.3833,73.26,98,100,1.7
490,Geraldton,AU,2022-11-09 00:53:22,-28.7667,114.6,70.21,56,40,8.05
491,Krasnoarmeysk,RU,2022-11-09 00:53:22,51.0239,45.6969,31.77,78,100,7.65
492,Yerbogachen,RU,2022-11-09 00:53:22,61.2767,108.0108,15.24,91,100,9.98
493,Balkhash,KZ,2022-11-09 00:53:23,46.844,74.9804,30.72,65,17,10.4
494,Manyoni,TZ,2022-11-09 00:53:23,-5.7467,34.8382,68.68,60,13,7.11
495,Bernalillo,US,2022-11-09 00:53:23,35.05,-106.6673,68.31,19,0,13.8
496,Kota Kinabalu,MY,2022-11-09 00:53:24,5.9749,116.0724,80.58,83,20,5.01
497,Derzhavinsk,KZ,2022-11-09 00:53:24,51.1,66.3167,27.19,94,99,11.81
498,Dargaville,NZ,2022-11-09 00:53:25,-35.9333,173.8833,65.86,72,58,10.07
499,Rio Gallegos,AR,2022-11-09 00:50:42,-51.6226,-69.2181,57.25,44,0,8.05
500,Adwa,ET,2022-11-09 00:54:25,14.1646,38.8955,60.67,60,1,3.67
501,Traralgon,AU,2022-11-09 00:54:26,-38.1833,146.5333,79.95,39,8,4.29
502,Luanda,AO,2022-11-09 00:52:21,-8.8368,13.2343,78.8,78,40,8.05
503,Cicevac,RS,2022-11-09 00:54:26,43.7188,21.4408,47.86,86,6,3.8
504,Aubenas,FR,2022-11-09 00:54:27,44.6201,4.3899,59.16,95,100,5.17
505,Puerto Escondido,MX,2022-11-09 00:54:27,15.85,-97.0667,80.76,79,100,0.31
506,Sao Joao Da Barra,BR,2022-11-09 00:54:27,-21.6403,-41.0511,71.69,84,100,1.39
507,Tete,MZ,2022-11-09 00:54:28,-16.1564,33.5867,81.84,60,100,7.05
508,Thung Song,TH,2022-11-09 00:54:28,8.1645,99.6804,81.05,85,30,3.67
509,Faya,SA,2022-11-09 00:54:29,18.3851,42.4509,57.31,66,0,2.95
510,Abeche,TD,2022-11-09 00:54:29,13.8292,20.8324,75.94,21,5,9.62
511,Kharp,RU,2022-11-09 00:54:29,66.8014,65.8081,19.15,96,100,3.4
512,Buraydah,SA,2022-11-09 00:52:50,26.326,43.975,64.85,35,0,8.63
513,Perevolotskiy,RU,2022-11-09 00:54:30,51.8763,54.1938,29.37,95,100,5.64
514,Pilar,BR,2022-11-09 00:54:16,-9.5972,-35.9567,73.33,93,5,3.98
515,Viedma,AR,2022-11-09 00:50:33,-40.8135,-62.9967,69.17,51,95,2.71
516,Bilibino,RU,2022-11-09 00:54:31,68.0546,166.4372,-7.2,90,85,3.11
517,Nabire,ID,2022-11-09 00:54:31,-3.3667,135.4833,86.81,63,100,2.84
518,Mundra,IN,2022-11-09 00:54:31,22.85,69.7333,75.52,66,0,9.89
519,Saint-Joseph,RE,2022-11-09 00:54:32,-21.3667,55.6167,75.47,78,46,6.91
520,Covington,US,2022-11-09 00:52:43,39.0837,-84.5086,56.37,47,0,5.75
521,Abomey-Calavi,BJ,2022-11-09 00:54:32,6.4485,2.3557,82.26,78,20,10.36
522,Buchmany,UA,2022-11-09 00:54:32,51.0689,28.0421,42.46,92,13,6.22
523,Sehithwa,BW,2022-11-09 00:54:33,-20.4667,22.7167,74.12,41,0,5.23
524,Sakakah,SA,2022-11-09 00:50:48,29.9697,40.2064,58.57,41,100,1.43
525,Ouadda,CF,2022-11-09 00:54:33,8.0777,22.4007,68.13,68,6,2.48
526,Misratah,LY,2022-11-09 00:54:34,32.3754,15.0925,67.05,65,0,1.99
527,Dakar,SN,2022-11-09 00:50:38,14.6937,-17.4441,78.93,94,0,2.3
528,Portland,US,2022-11-09 00:51:51,45.5234,-122.6762,46.99,73,100,14.0
529,San Jose,US,2022-11-09 00:54:04,37.3394,-121.895,54.3,71,20,9.22
530,Acapulco,MX,2022-11-09 00:50:13,16.8634,-99.8901,79.34,85,32,4.83
531,Labrea,BR,2022-11-09 00:54:35,-7.2586,-64.7981,78.84,65,38,2.98
532,Santa Isabel Do Rio Negro,BR,2022-11-09 00:54:35,-0.4139,-65.0192,75.67,89,87,2.84
533,Santa Cruz Del Norte,CU,2022-11-09 00:54:35,23.1539,-81.9236,77.83,73,100,11.95
534,Chabahar,IR,2022-11-09 00:54:36,25.2919,60.643,79.05,75,5,5.99
535,Troy,US,2022-11-09 00:54:36,42.6056,-83.1499,46.56,74,100,3.0
536,Kijang,KR,2022-11-09 00:54:36,35.2442,129.2139,51.53,41,0,2.64
537,Tuni,IN,2022-11-09 00:54:37,17.35,82.55,70.97,85,100,4.88
538,Reyes,BO,2022-11-09 00:54:37,-14.3167,-67.3833,81.54,48,100,0.98
539,Vaxjo,SE,2022-11-09 00:54:37,56.8777,14.8091,48.58,100,0,8.05
540,Hervey Bay,AU,2022-11-09 00:54:38,-25.2986,152.8535,76.01,54,7,10.0
541,Loksa,EE,2022-11-09 00:54:38,59.5764,25.7214,45.93,96,100,7.0
542,Leningradskiy,RU,2022-11-09 00:54:38,69.3833,178.4167,17.02,87,100,26.28
543,Prince Rupert,CA,2022-11-09 00:54:39,54.3161,-130.3201,30.29,36,75,9.22
544,Iraray,PH,2022-11-09 00:54:39,8.9936,118.0511,83.41,77,100,7.94
545,Goderich,CA,2022-11-09 00:54:39,43.7501,-81.7165,38.91,80,20,5.75
546,Brae,GB,2022-11-09 00:54:39,60.3964,-1.353,51.19,87,100,13.82
547,Thaba Nchu,ZA,2022-11-09 00:55:40,-29.2093,26.839,53.76,86,6,2.53
548,Vidim,RU,2022-11-09 00:55:40,56.4088,103.1106,12.83,99,95,2.55
549,Itaugua,PY,2022-11-09 00:55:40,-25.3833,-57.3333,70.75,63,99,5.17
550,Labuhan,ID,2022-11-09 00:55:41,-6.8844,112.2051,83.48,69,91,3.15
551,Otane,NZ,2022-11-09 00:55:41,-39.8833,176.6333,60.01,96,100,1.54
552,Poum,NC,2022-11-09 00:55:42,-20.2333,164.0167,77.38,80,42,24.94
553,Wanaka,NZ,2022-11-09 00:55:42,-44.7,169.15,68.34,42,100,1.43
554,Ossora,RU,2022-11-09 00:55:42,59.2353,163.0719,17.85,74,0,7.78
555,Kazerun,IR,2022-11-09 00:55:43,29.6195,51.6541,64.63,56,0,5.91
556,Belaya Gora,RU,2022-11-09 00:55:43,68.5333,146.4167,-5.04,98,100,5.17
557,Waqqas,JO,2022-11-09 00:55:43,32.5427,35.6053,65.71,79,2,0.89
558,Fukue,JP,2022-11-09 00:55:44,32.6881,128.8419,64.76,72,0,1.14
559,Sompeta,IN,2022-11-09 00:55:44,18.9333,84.6,71.89,77,13,5.79
560,San Quintin,MX,2022-11-09 00:55:44,30.4833,-115.95,64.99,84,18,5.99
561,Arzgir,RU,2022-11-09 00:55:45,45.3728,44.2206,44.96,90,100,12.17
562,Moindou,NC,2022-11-09 00:55:45,-21.6924,165.677,73.72,89,99,14.03
563,Excelsior Springs,US,2022-11-09 00:55:45,39.3392,-94.2261,61.16,74,100,9.8
564,Kirakira,SB,2022-11-09 00:55:46,-10.4544,161.9205,83.26,78,100,6.6
565,Niamey,NE,2022-11-09 00:55:46,13.5137,2.1098,79.09,22,98,2.3
